,limit_bal,sex,age,pay_july,pay_amt_sept,pay_amt_aug,pay_amt_july,pay_amt_june,pay_amt_may,pay_amt_april,default,bill_avg,pay_amt_sept_cap,pay_amt_aug_cap,pay_amt_july_cap,pay_amt_june_cap,pay_amt_may_cap,pay_amt_april_cap,single,marriage_other,edu_university,edu_highschool,edu_other
8469,50000,2,22,0,0,4019,2500,0,30,0,0,3687.5,0,4019,2500,0,30,0,1,0,0,0,0
8470,160000,2,45,0,2147,1945,1934,2056,1938,2544,0,2011.0,2147,1945,1934,2056,1938,2544,1,0,1,0,0
8471,80000,2,45,0,2900,3600,10002,1754,1765,3795,0,69661.0,2900,3600,10002,1754,1765,3795,0,0,0,0,0
8472,10000,2,22,0,1300,1602,0,948,0,484,1,8389.333333333334,1300,1602,0,948,0,484,1,0,0,0,0
8473,210000,2,45,0,0,0,200,2000,0,0,0,233.33333333333334,0,0,200,2000,0,0,0,0,0,0,0
8474,300000,1,35,0,8000,10800,6000,6000,6000,6000,1,151449.66666666666,8000,10800,6000,6000,6000,6000,0,0,1,0,0
8475,360000,1,30,0,7100,0,18,0,0,2034,0,72721.0,7100,0,18,0,0,2034,1,0,1,0,0
8476,280000,2,38,1,6455,11,5,0,4694,5292,1,4236.166666666667,6455,11,5,0,4694,5292,0,0,0,0,0
8477,30000,1,39,0,2006,1500,3000,3000,9000,2000,1,28646.333333333332,2006,1500,3000,3000,9000,2000,0,0,1,0,0
8478,110000,2,33,0,4000,3783,6488,4850,2000,6446,0,87752.66666666667,4000,3783,6488,4850,2000,6446,1,0,1,0,0
8479,240000,2,34,0,1921,19000,2624,888,360,360,0,7634.833333333333,1921,19000,2624,888,360,360,0,0,1,0,0
8480,50000,2,40,0,2200,2500,5946,3000,7000,600,1,33596.0,2200,2500,5946,3000,7000,600,0,0,1,0,0
8481,130000,1,53,0,0,390,390,390,390,390,0,390.0,0,390,390,390,390,390,0,0,1,0,0
8482,360000,1,32,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
8483,30000,1,26,1,0,600,800,0,0,0,1,15407.333333333334,0,600,800,0,0,0,1,0,0,0,0
8484,200000,1,47,0,235728,10000,5210,4009,3186,55152,1,157401.16666666666,200000,10000,5210,4009,3186,55152,0,0,1,0,0
8485,110000,2,31,0,3577,3680,3030,2701,2674,2669,1,90228.0,3577,3680,3030,2701,2674,2669,1,0,1,0,0
8486,300000,2,29,0,28232,3589,195,210,994,0,1,5486.333333333333,28232,3589,195,210,994,0,1,0,0,1,0
8487,70000,2,38,0,3000,7000,1100,1000,0,0,0,18879.833333333332,3000,7000,1100,1000,0,0,0,0,1,0,0
8488,200000,1,36,0,3707,697,0,2769,1438,2411,0,1438.3333333333333,3707,697,0,2769,1438,2411,0,0,1,0,0
8489,500000,1,54,0,5014,4500,4000,4052,3007,4013,0,96776.5,5014,4500,4000,4052,3007,4013,0,0,1,0,0
8490,180000,1,38,0,0,517,0,0,800,0,0,196.0,0,517,0,0,800,0,0,0,0,0,0
8491,70000,1,29,0,5,2910,1000,20000,1600,2000,1,51366.166666666664,5,2910,1000,20000,1600,2000,1,0,0,0,0
8492,280000,2,42,0,6232,12104,7002,6302,6417,6502,0,175332.83333333334,6232,12104,7002,6302,6417,6502,0,0,0,0,0
8493,130000,2,31,0,4000,5300,3700,3600,3700,3500,0,101277.83333333333,4000,5300,3700,3600,3700,3500,1,0,1,0,0
8494,280000,2,27,1,21000,6150,5000,5300,5200,5250,0,128714.5,21000,6150,5000,5300,5200,5250,0,0,1,0,0
8495,200000,1,38,1,5000,4500,0,3500,3500,9000,1,101828.66666666667,5000,4500,0,3500,3500,9000,0,0,1,0,0
8496,340000,2,39,0,2500,2500,2500,3300,2200,3000,0,61299.666666666664,2500,2500,2500,3300,2200,3000,1,0,1,0,0
8497,430000,1,34,0,8299,13858,8000,3427,2483,8277,0,7972.5,8299,13858,8000,3427,2483,8277,0,0,0,0,0
8498,100000,2,23,0,3143,3052,3264,10398,0,3390,0,88464.66666666667,3143,3052,3264,10398,0,3390,1,0,1,0,0
8499,290000,1,56,0,10013,8501,15018,10001,7997,7624,0,257098.16666666666,10013,8501,15018,10001,7997,7624,0,0,0,0,0
8500,430000,2,34,0,1662,15783,52,4445,2556,3321,0,5314.833333333333,1662,15783,52,4445,2556,3321,1,0,0,0,0
8501,20000,1,29,0,0,1289,491,2586,5000,198,0,19002.5,0,1289,491,2586,5000,198,1,0,1,0,0
8502,300000,2,29,0,2000,2000,2500,2100,3000,2000,0,68440.83333333333,2000,2000,2500,2100,3000,2000,0,0,0,0,0
8503,30000,2,49,1,1500,0,2500,0,2000,0,1,19203.0,1500,0,2500,0,2000,0,1,0,1,0,0
8504,290000,2,33,0,9000,2000,9000,23000,22000,1797,0,13765.833333333334,9000,2000,9000,23000,22000,1797,1,0,1,0,0
8505,20000,2,46,1,0,3473,1000,727,1100,1100,1,21627.166666666668,0,3473,1000,727,1100,1100,1,0,1,0,0
8506,50000,1,50,0,5000,0,0,0,0,0,0,6125.0,5000,0,0,0,0,0,0,0,1,0,0
8507,470000,2,61,0,5241,3176,766,3673,16906,1437,0,4975.0,5241,3176,766,3673,16906,1437,0,0,0,0,0
8508,80000,2,44,0,1900,5400,0,1500,1500,1600,1,37225.5,1900,5400,0,1500,1500,1600,1,0,0,1,0
8509,180000,1,29,0,3977,6516,1611,3000,7080,1132,0,80587.16666666667,3977,6516,1611,3000,7080,1132,1,0,1,0,0
8510,300000,2,38,0,0,0,1000,390,390,540,1,380.0,0,0,1000,390,390,540,0,0,1,0,0
8511,30000,2,25,0,2000,4273,0,2640,0,1500,1,30063.333333333332,2000,4273,0,2640,0,1500,0,0,1,0,0
8512,260000,1,30,0,496,992,496,0,1488,496,0,826.6666666666666,496,992,496,0,1488,496,1,0,0,0,0
8513,140000,2,32,0,5000,5000,4300,5000,5158,4200,0,129099.83333333333,5000,5000,4300,5000,5158,4200,1,0,1,0,0
8514,210000,1,35,0,326,326,326,326,326,326,0,326.0,326,326,326,326,326,326,1,0,0,0,0
8515,80000,1,40,1,3600,1200,0,4246,1200,1500,1,31857.333333333332,3600,1200,0,4246,1200,1500,0,0,0,0,0
8516,200000,1,35,0,5752,5028,13800,2900,3100,305,0,8980.333333333334,5752,5028,13800,2900,3100,305,0,0,0,0,1
8517,190000,1,44,0,7200,8000,4100,4000,5000,7000,0,153764.33333333334,7200,8000,4100,4000,5000,7000,0,0,1,0,0
8518,120000,1,27,0,5053,1789,2037,659,802,640,0,26378.666666666668,5053,1789,2037,659,802,640,1,0,1,0,0
8519,260000,1,34,0,828,326,326,326,476,326,0,434.0,828,326,326,326,476,326,1,0,0,0,0
8520,50000,1,49,0,1839,1640,1901,526,537,577,1,31519.333333333332,1839,1640,1901,526,537,577,0,0,1,0,0
8521,240000,1,45,0,7000,7500,7300,7000,7000,5869,0,204557.83333333334,7000,7500,7300,7000,7000,5869,1,0,0,1,0
8522,100000,1,41,0,957,3079,6427,131,0,0,1,2850.6666666666665,957,3079,6427,131,0,0,0,0,1,0,0
8523,360000,2,42,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,1,0
8524,30000,2,35,1,0,2000,1000,0,2026,0,1,26024.166666666668,0,2000,1000,0,2026,0,0,0,1,0,0
8525,110000,1,27,0,5000,5000,5000,5000,5000,4000,0,95016.33333333333,5000,5000,5000,5000,5000,4000,1,0,0,0,0
8526,240000,2,37,0,8000,9500,12448,6155,6453,6390,1,204854.16666666666,8000,9500,12448,6155,6453,6390,0,0,0,0,0
8527,50000,1,26,0,3000,3000,2200,2000,2000,2300,0,48980.166666666664,3000,3000,2200,2000,2000,2300,1,0,0,1,0
8528,80000,1,25,0,0,832,0,832,0,416,1,624.0,0,832,0,832,0,416,1,0,1,0,0
8529,100000,2,36,1,2355,0,500,2000,0,1000,0,6995.666666666667,2355,0,500,2000,0,1000,1,0,0,0,0
8530,20000,1,28,0,1582,1400,1000,500,2000,500,0,12696.0,1582,1400,1000,500,2000,500,1,0,1,0,0
8531,100000,1,26,0,5129,1227,1000,5914,10000,0,0,13868.5,5129,1227,1000,5914,10000,0,1,0,0,0,0
8532,360000,2,39,0,0,0,11652,358,2203,390,0,3740.8333333333335,0,0,11652,358,2203,390,0,0,0,0,0
8533,400000,2,49,0,390,390,321,14255,390,390,0,2676.8333333333335,390,390,321,14255,390,390,0,0,1,0,0
8534,50000,1,37,0,2500,1815,657,1000,1000,800,0,39685.666666666664,2500,1815,657,1000,1000,800,1,0,0,0,0
8535,360000,1,30,0,4318,2740,2050,2736,5273,5105,0,7910.5,4318,2740,2050,2736,5273,5105,1,0,0,0,0
8536,390000,1,40,0,587,9500,30140,4235,1998,25226,0,275766.6666666667,587,9500,30140,4235,1998,25226,0,0,1,0,0
8537,450000,2,49,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
8538,50000,2,26,1,1900,1800,1500,1400,0,3000,1,35315.0,1900,1800,1500,1400,0,3000,1,0,0,1,0
8539,70000,1,27,1,1800,1700,1300,1300,1300,1300,1,31167.166666666668,1800,1700,1300,1300,1300,1300,1,0,1,0,0
8540,160000,1,30,0,8365,9368,0,0,0,0,0,138093.83333333334,8365,9368,0,0,0,0,1,0,0,1,0
8541,80000,1,37,0,5377,9383,6295,10018,21939,5002,0,19870.5,5377,9383,6295,10018,21939,5002,0,0,1,0,0
8542,120000,2,30,0,326,326,326,326,326,326,0,326.0,326,326,326,326,326,326,1,0,0,0,0
8543,80000,2,38,0,2938,1853,1708,1824,1704,1641,0,57233.5,2938,1853,1708,1824,1704,1641,1,0,0,0,0
8544,120000,2,28,1,1170,0,0,762,0,0,0,319.0,1170,0,0,762,0,0,1,0,0,0,0
8545,20000,2,50,1,0,0,0,0,0,994,1,21338.333333333332,0,0,0,0,0,994,0,0,1,0,0
8546,330000,2,43,0,3000,2500,3000,3000,170,2000,0,14421.666666666666,3000,2500,3000,3000,170,2000,0,0,1,0,0
8547,390000,1,41,1,7299,0,12000,6500,6500,0,1,173940.66666666666,7299,0,12000,6500,6500,0,0,0,0,0,0
8548,30000,2,28,0,3000,3000,0,1500,1500,1500,1,16145.333333333334,3000,3000,0,1500,1500,1500,0,0,1,0,0
8549,60000,2,34,0,3000,2267,1000,1100,1300,1025,0,47716.5,3000,2267,1000,1100,1300,1025,1,0,1,0,0
8550,30000,2,22,1,1000,150,0,0,0,0,0,13120.166666666666,1000,150,0,0,0,0,1,0,1,0,0
8551,50000,2,24,1,5350,0,1085,2000,1226,2415,0,42559.5,5350,0,1085,2000,1226,2415,1,0,0,0,0
8552,140000,2,27,0,6500,6500,5000,5000,5568,3600,0,153914.33333333334,6500,6500,5000,5000,5568,3600,1,0,0,0,0
8553,480000,1,39,0,20091,25370,15203,12013,12013,10135,0,348756.0,20091,25370,15203,12013,12013,10135,0,0,1,0,0
8554,140000,2,49,0,3147,2000,5021,2646,5541,0,1,4605.333333333333,3147,2000,5021,2646,5541,0,0,0,1,0,0
8555,540000,1,49,0,3538,4380,2067,564,207019,6716,0,81059.33333333333,3538,4380,2067,564,207019,6716,1,0,0,0,1
8556,70000,2,29,0,24336,3010,0,875,600,1000,0,24138.5,24336,3010,0,875,600,1000,1,0,0,1,0
8557,220000,2,29,0,4030,4000,4492,1000,1000,0,0,84131.5,4030,4000,4492,1000,1000,0,1,0,1,0,0
8558,40000,2,33,1,1600,1800,1100,1000,0,2300,1,25415.666666666668,1600,1800,1100,1000,0,2300,0,0,1,0,0
8559,50000,1,23,0,10020,2170,1200,4000,15706,10000,0,32903.333333333336,10020,2170,1200,4000,15706,10000,1,0,1,0,0
8560,320000,2,44,1,508,0,0,5330,3216,2041,0,1179.8333333333333,508,0,0,5330,3216,2041,0,0,0,1,0
8561,60000,2,24,1,5200,0,4000,3500,0,0,1,42637.333333333336,5200,0,4000,3500,0,0,1,0,0,0,0
8562,160000,1,43,0,780,0,780,390,930,0,0,545.0,780,0,780,390,930,0,0,0,1,0,0
8563,240000,1,36,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0
8564,50000,1,23,0,2000,2230,1600,600,500,19742,0,29538.333333333332,2000,2230,1600,600,500,19742,1,0,1,0,0
8565,70000,2,33,0,1683,3160,3000,3000,5060,5032,0,20860.5,1683,3160,3000,3000,5060,5032,0,0,1,0,0
8566,30000,1,36,1,6200,0,0,0,2038,1268,0,26302.333333333332,6200,0,0,0,2038,1268,0,0,1,0,0
8567,360000,2,39,0,0,0,0,906,0,4341,1,329.3333333333333,0,0,0,906,0,4341,1,0,0,0,0
8568,50000,1,52,0,0,1200,1200,1200,0,1200,0,6802.5,0,1200,1200,1200,0,1200,1,0,1,0,0
8569,50000,1,27,0,1558,1278,1589,633,656,783,0,16666.0,1558,1278,1589,633,656,783,1,0,0,0,0
8570,140000,1,23,0,390,390,1434,1309,540,540,0,742.1666666666666,390,390,1434,1309,540,540,1,0,0,1,0
8571,230000,2,43,1,5655,0,3646,0,1823,1823,0,2157.8333333333335,5655,0,3646,0,1823,1823,0,0,0,1,0
8572,300000,2,36,0,6000,5000,30303,2011,856,1010,0,72800.33333333333,6000,5000,30303,2011,856,1010,0,0,1,0,0
8573,40000,2,43,0,220,960,960,960,1383,960,0,1056.8333333333333,220,960,960,960,1383,960,0,0,1,0,0
8574,110000,2,25,1,5900,3500,3400,0,4000,4000,0,112210.83333333333,5900,3500,3400,0,4000,4000,1,0,1,0,0
8575,180000,2,28,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
8576,360000,1,33,0,0,835,899,1172,820,670,0,760.5,0,835,899,1172,820,670,1,0,0,0,0
8577,110000,1,25,0,4100,4304,4004,6007,4003,5017,0,91921.0,4100,4304,4004,6007,4003,5017,1,0,0,0,0
8578,170000,2,25,0,2019,2006,2002,788,989,1000,0,45785.0,2019,2006,2002,788,989,1000,1,0,1,0,0
8579,140000,1,29,0,1300,3668,0,0,0,0,1,1378.0,1300,3668,0,0,0,0,0,0,1,0,0
8580,80000,2,23,1,6861,11,1146,7329,3704,426,0,3651.8333333333335,6861,11,1146,7329,3704,426,1,0,1,0,0
8581,630000,1,32,0,1138,1000,1000,1000,171,73415,0,5072.5,1138,1000,1000,1000,171,73415,1,0,0,0,0
8582,400000,2,32,0,2036,1776,1792,1782,1844,1856,0,49368.0,2036,1776,1792,1782,1844,1856,1,0,0,0,0
8583,110000,2,39,0,0,5200,7700,0,7800,0,1,107963.0,0,5200,7700,0,7800,0,0,0,1,0,0
8584,140000,2,28,1,2000,0,0,0,0,0,0,2186.8333333333335,2000,0,0,0,0,0,1,0,1,0,0
8585,200000,2,50,0,0,200,12141,0,0,0,1,2758.1666666666665,0,200,12141,0,0,0,0,0,1,0,0
8586,290000,1,43,0,8050,123514,4274,4426,4859,5407,0,141924.0,8050,123514,4274,4426,4859,5407,1,0,0,1,0
8587,20000,1,28,0,12500,3000,4000,2000,2000,5000,0,12518.0,12500,3000,4000,2000,2000,5000,1,0,0,0,0
8588,50000,1,53,0,1660,1612,652,1300,3000,2500,0,26220.5,1660,1612,652,1300,3000,2500,0,0,0,1,0
8589,360000,2,28,0,4000,4000,4000,4000,3300,5199,0,83831.5,4000,4000,4000,4000,3300,5199,1,0,0,0,0
8590,210000,2,44,0,13462,17706,0,5646,14793,7376,1,10563.0,13462,17706,0,5646,14793,7376,0,0,0,1,0
8591,50000,1,37,1,1000,4035,1000,1400,2800,0,1,48374.166666666664,1000,4035,1000,1400,2800,0,1,0,0,1,0
8592,240000,1,33,0,0,0,0,0,41300,868,0,6883.333333333333,0,0,0,0,41300,868,1,0,0,0,0
8593,150000,2,41,0,4023,3016,10000,4011,3073,3005,0,79626.0,4023,3016,10000,4011,3073,3005,0,0,1,0,0
8594,30000,2,29,0,1500,1800,1200,1300,1200,600,0,28295.833333333332,1500,1800,1200,1300,1200,600,0,0,1,0,0
8595,30000,2,25,0,1448,1600,1500,1000,1000,1200,0,27892.333333333332,1448,1600,1500,1000,1000,1200,1,0,0,0,0
8596,260000,2,36,0,416,416,3541,416,416,1644,0,936.8333333333334,416,416,3541,416,416,1644,0,0,0,0,0
8597,200000,1,43,0,4709,7574,9497,57023,2770,1904,0,14076.666666666666,4709,7574,9497,57023,2770,1904,0,0,0,0,0
8598,150000,2,27,0,4933,6237,3280,11167,10000,686,0,8221.333333333334,4933,6237,3280,11167,10000,686,1,0,1,0,0
8599,90000,2,39,0,950,1330,950,950,11786,1250,1,2882.6666666666665,950,1330,950,950,11786,1250,0,0,1,0,0
8600,280000,1,39,0,1473,25489,1348,816,934,20007,0,16728.0,1473,25489,1348,816,934,20007,0,0,0,1,0
8601,210000,1,45,0,5854,1032,788,3565,3372,15381,0,2851.3333333333335,5854,1032,788,3565,3372,15381,1,0,0,0,1
8602,160000,1,28,1,0,102,316,123,2847,2,0,294.8333333333333,0,102,316,123,2847,2,1,0,1,0,0
8603,90000,2,28,0,0,0,0,0,0,0,1,58.333333333333336,0,0,0,0,0,0,1,0,0,0,0
8604,70000,1,43,0,1500,2000,2000,15000,3000,0,1,39365.833333333336,1500,2000,2000,15000,3000,0,0,0,0,1,0
8605,310000,2,43,0,12484,13961,9838,7785,14460,14195,0,10388.666666666666,12484,13961,9838,7785,14460,14195,0,0,0,0,0
8606,200000,2,36,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
8607,20000,1,31,1,0,2716,0,700,700,500,1,12413.166666666666,0,2716,0,700,700,500,1,0,0,1,0
8608,280000,1,42,0,5853,4422,3138,2817,2927,2334,1,125030.16666666667,5853,4422,3138,2817,2927,2334,0,0,0,0,0
8609,20000,2,28,0,0,1200,7500,1015,15000,0,1,22001.333333333332,0,1200,7500,1015,15000,0,1,0,1,0,0
8610,50000,1,48,0,2300,2000,1600,100,250,104,0,32805.333333333336,2300,2000,1600,100,250,104,0,0,0,0,0
8611,20000,2,22,0,1565,2006,2011,7000,2000,4000,0,13614.166666666666,1565,2006,2011,7000,2000,4000,1,0,0,1,0
8612,390000,2,28,0,5000,5500,6000,10000,5000,5000,1,133561.83333333334,5000,5500,6000,10000,5000,5000,0,0,0,1,0
8613,100000,1,27,0,5000,10000,0,0,5000,5000,1,71499.5,5000,10000,0,0,5000,5000,1,0,1,0,0
8614,230000,1,39,0,660,660,660,660,660,660,0,660.0,660,660,660,660,660,660,0,0,0,0,0
8615,120000,1,41,0,0,0,58000,2000,2000,0,0,29295.5,0,0,58000,2000,2000,0,1,0,0,0,0
8616,260000,2,33,0,204,0,3000,0,0,0,0,399.0,204,0,3000,0,0,0,1,0,0,0,0
8617,230000,2,44,0,0,0,11660,238,3000,1252,1,6535.333333333333,0,0,11660,238,3000,1252,0,0,0,0,0
8618,150000,2,37,0,10109,10000,10000,10000,20000,16100,0,110123.16666666667,10109,10000,10000,10000,20000,16100,0,0,1,0,0
8619,260000,2,51,0,21818,9966,8583,22301,0,3640,0,14728.166666666666,21818,9966,8583,22301,0,3640,1,0,0,0,0
8620,80000,2,27,0,0,0,0,0,0,0,0,13333.333333333334,0,0,0,0,0,0,1,0,0,0,0
8621,200000,2,35,0,2400,675,0,0,0,0,0,797.3333333333334,2400,675,0,0,0,0,1,0,1,0,0
8622,360000,1,30,0,23000,12280,25007,25008,1767,3300,0,24449.333333333332,23000,12280,25007,25008,1767,3300,1,0,0,0,1
8623,150000,2,32,0,1887,2003,2000,3419,13,2088,0,36382.166666666664,1887,2003,2000,3419,13,2088,1,0,0,0,0
8624,30000,2,44,0,1330,2988,0,30000,0,1219,0,5719.666666666667,1330,2988,0,30000,0,1219,1,0,1,0,0
8625,60000,2,37,1,1001,0,2001,0,4301,2000,0,58564.5,1001,0,2001,0,4301,2000,0,0,1,0,0
8626,110000,2,36,0,6026,1555,2045,1037,4000,6233,0,3176.6666666666665,6026,1555,2045,1037,4000,6233,0,0,0,1,0
8627,50000,2,32,0,282,350,316,316,316,316,0,310.3333333333333,282,350,316,316,316,316,0,0,1,0,0
8628,30000,2,23,0,1000,390,390,780,0,0,0,6513.666666666667,1000,390,390,780,0,0,1,0,0,1,0
8629,150000,2,58,0,2277,4066,1665,559,0,663,0,1701.1666666666667,2277,4066,1665,559,0,663,0,0,0,0,0
8630,80000,2,47,0,17253,35369,18351,14249,10637,12331,0,18599.666666666668,17253,35369,18351,14249,10637,12331,0,0,0,0,0
8631,30000,1,40,1,0,0,800,1200,0,0,1,14065.5,0,0,800,1200,0,0,0,0,1,0,0
8632,260000,2,29,0,0,4873,507,3787,1443,0,1,2388.1666666666665,0,4873,507,3787,1443,0,1,0,0,0,0
8633,210000,1,37,0,3012,15065,30002,5023,2149,3041,0,56872.5,3012,15065,30002,5023,2149,3041,0,0,1,0,0
8634,200000,2,31,0,17507,1102,0,0,160,1103,0,3881.0,17507,1102,0,0,160,1103,1,0,0,0,0
8635,20000,1,27,1,0,3100,0,2000,1000,2000,0,16626.833333333332,0,3100,0,2000,1000,2000,1,0,0,0,0
8636,200000,2,27,1,0,10000,5000,5000,7661,6608,0,113122.5,0,10000,5000,5000,7661,6608,0,0,0,1,0
8637,330000,2,39,0,5757,3923,4108,3632,3779,3672,0,123520.0,5757,3923,4108,3632,3779,3672,1,0,1,0,0
8638,30000,2,34,1,1800,1100,0,1000,2327,0,1,31319.0,1800,1100,0,1000,2327,0,0,0,1,0,0
8639,470000,2,37,0,10047,5001,6010,4512,4012,3522,0,134692.66666666666,10047,5001,6010,4512,4012,3522,0,0,0,0,0
8640,20000,2,28,0,5057,17000,0,0,0,1183,0,9752.333333333334,5057,17000,0,0,0,1183,1,0,0,0,0
8641,30000,1,30,0,2000,1700,2008,2000,7600,2000,0,29039.166666666668,2000,1700,2008,2000,7600,2000,1,0,0,0,0
8642,160000,1,27,0,0,142848,1800,90000,3300,3400,1,59175.5,0,142848,1800,90000,3300,3400,1,0,0,1,0
8643,20000,2,48,0,1200,2008,1680,0,5285,0,0,5208.833333333333,1200,2008,1680,0,5285,0,1,0,1,0,0
8644,10000,2,23,1,1291,0,1295,467,479,480,1,8330.166666666666,1291,0,1295,467,479,480,1,0,0,0,0
8645,120000,2,52,0,5800,4500,4120,4388,4500,4350,0,117780.66666666667,5800,4500,4120,4388,4500,4350,0,0,0,1,0
8646,120000,2,53,0,4210,4435,4592,3171,3256,3260,0,109748.0,4210,4435,4592,3171,3256,3260,1,0,0,1,0
8647,50000,1,48,0,2000,1500,2000,0,2000,1000,1,8484.166666666666,2000,1500,2000,0,2000,1000,1,0,1,0,0
8648,290000,2,43,0,390,390,390,390,780,568,0,722.3333333333334,390,390,390,390,780,568,0,0,0,1,0
8649,500000,1,56,0,3248,5140,3510,3461,3646,3770,0,92607.33333333333,3248,5140,3510,3461,3646,3770,0,0,0,0,0
8650,350000,2,56,0,36108,5136,6735,18801,13604,7326,0,14797.666666666666,36108,5136,6735,18801,13604,7326,0,0,0,0,0
8651,50000,1,58,0,2200,2297,1751,1086,3307,1142,0,52208.333333333336,2200,2297,1751,1086,3307,1142,0,0,1,0,0
8652,360000,2,42,0,9548,11624,10070,5079,4086,1190,0,9497.333333333334,9548,11624,10070,5079,4086,1190,0,0,1,0,0
8653,20000,1,39,0,1258,1270,591,612,615,637,0,16014.5,1258,1270,591,612,615,637,1,0,1,0,0
8654,150000,2,38,0,0,0,0,0,0,0,0,289.3333333333333,0,0,0,0,0,0,0,0,0,0,0
8655,440000,1,39,0,3939,3506,3589,3061,1031,1044,0,85363.33333333333,3939,3506,3589,3061,1031,1044,1,0,0,0,0
8656,30000,2,50,1,1000,159,28426,24682,12,0,1,23334.5,1000,159,28426,24682,12,0,0,0,0,1,0
8657,220000,1,42,1,6000,0,0,3003,31,4007,0,5155.833333333333,6000,0,0,3003,31,4007,0,0,0,0,0
8658,300000,2,37,0,2000,2000,7100,0,2000,994,0,56643.333333333336,2000,2000,7100,0,2000,994,0,0,1,0,0
8659,50000,1,26,0,1000,0,0,0,0,0,1,15103.166666666666,1000,0,0,0,0,0,1,0,0,1,0
8660,170000,1,45,0,360,360,360,360,870,0,0,445.0,360,360,360,360,870,0,0,0,0,0,0
8661,300000,1,41,0,2052,3012,2048,10154,0,4589,0,20264.833333333332,2052,3012,2048,10154,0,4589,0,0,1,0,0
8662,270000,1,45,0,0,7304,3076,0,16191,277,0,4428.5,0,7304,3076,0,16191,277,1,0,1,0,0
8663,210000,2,39,0,7100,7400,7300,7700,8600,5816,0,203073.66666666666,7100,7400,7300,7700,8600,5816,1,0,1,0,0
8664,20000,1,32,0,2003,1448,1328,500,10986,600,0,14921.166666666666,2003,1448,1328,500,10986,600,1,0,1,0,0
8665,280000,2,38,0,10000,6000,6000,6000,6000,5000,0,194297.0,10000,6000,6000,6000,6000,5000,0,0,1,0,0
8666,20000,1,32,0,1250,1554,1300,1500,750,0,1,15060.0,1250,1554,1300,1500,750,0,0,0,0,0,0
8667,230000,2,40,0,0,3504,4272,2977,1900,0,0,2108.8333333333335,0,3504,4272,2977,1900,0,0,0,1,0,0
8668,210000,1,66,0,6510,6450,5103,5500,5307,5011,0,151535.66666666666,6510,6450,5103,5500,5307,5011,1,0,0,1,0
8669,200000,2,34,1,2306,12,50,300,3738,66,0,5744.5,2306,12,50,300,3738,66,1,0,0,1,0
8670,30000,2,23,1,3383,0,6380,0,0,2300,1,25379.833333333332,3383,0,6380,0,0,2300,1,0,0,0,0
8671,130000,2,36,0,1740,1711,1587,1823,1956,1125,0,44621.166666666664,1740,1711,1587,1823,1956,1125,0,0,0,1,0
8672,180000,2,62,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
8673,200000,1,38,0,3806,5449,5694,20000,4774,5101,0,115824.66666666667,3806,5449,5694,20000,4774,5101,0,0,1,0,0
8674,280000,1,50,0,4573,4396,8055,3417,16557,41,0,7019.833333333333,4573,4396,8055,3417,16557,41,0,0,1,0,0
8675,130000,2,24,0,12000,7700,0,3001,3011,2816,0,87080.16666666667,12000,7700,0,3001,3011,2816,1,0,0,0,0
8676,130000,2,29,0,4000,5000,4347,5000,3038,2135,0,73135.66666666667,4000,5000,4347,5000,3038,2135,0,0,1,0,0
8677,320000,2,36,0,0,8000,5000,5000,5000,11906,0,14895.166666666666,0,8000,5000,5000,5000,11906,0,0,0,0,0
8678,20000,1,41,0,1507,4011,5066,1003,7000,3000,0,15815.166666666666,1507,4011,5066,1003,7000,3000,0,0,0,0,0
8679,180000,2,45,0,2690,5100,0,1058,2000,3000,0,23204.333333333332,2690,5100,0,1058,2000,3000,0,0,0,0,0
8680,110000,2,26,1,4029,0,2000,2000,2180,2000,0,45716.5,4029,0,2000,2000,2180,2000,1,0,1,0,0
8681,240000,2,46,0,7053,6520,0,0,0,0,1,85530.33333333333,7053,6520,0,0,0,0,0,0,1,0,0
8682,300000,2,41,0,1982,2267,7523,5113,4121,6532,0,4400.333333333333,1982,2267,7523,5113,4121,6532,0,0,1,0,0
8683,290000,1,29,0,2838,1359,14968,2022,110142,205,0,24896.333333333332,2838,1359,14968,2022,110142,205,1,0,0,0,0
8684,200000,1,24,0,200,198,18156,0,1150,0,0,7235.666666666667,200,198,18156,0,1150,0,1,0,0,0,0
8685,30000,1,23,0,1496,1735,1030,1017,1033,989,0,29166.0,1496,1735,1030,1017,1033,989,1,0,0,0,0
8686,200000,1,35,0,3747,0,3939,4470,3,1064,0,3465.8333333333335,3747,0,3939,4470,3,1064,0,0,1,0,0
8687,20000,1,24,1,3200,0,600,1840,800,626,0,16652.333333333332,3200,0,600,1840,800,626,1,0,1,0,0
8688,360000,2,30,0,10000,10005,10000,10000,10000,10000,0,73152.33333333333,10000,10005,10000,10000,10000,10000,1,0,0,0,0
8689,180000,2,53,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
