,id,text,time_created
2,S-WdvEU1X7J33whXWk1zmw,"My friend and I were looking for a restaurant serving brunch in the area and settled on MUD since it was so close. 

We arrived around 11 AM on a Sunday...",2020-02-23 09:00:48
0,7iGo96YFmL5h3e71aLK9AQ,Outstanding!! I am trying really hard to do the keto diet and it's not easy when you travel. The folks at Fly-By-Bagels whipped me up an omelette with onion...,2020-01-23 05:28:13
0,FAUMdhzoesC3PEp0b1ujBg,"I just had a pumpkin muffin and some coffee here. I've eaten a lot of muffins in my lifetime and this one was one of the yummiest. Moist from top to bottom,...",2019-11-08 12:05:54
1,FAUMdhzoesC3PEp0b1ujBg,"On a particularly frazzled day, I ran out of time to bring lunch so I had to buy lunch. This place was right next door to work so I popped in to buy a roast...",2019-01-11 19:49:42
2,FAUMdhzoesC3PEp0b1ujBg,"This place is great. Better sandwiches than the places on Arthur Ave, and Bob is super helpful.

The bread for the roast pork sandwich was perfectly crispy,...",2018-12-07 12:37:56
0,6HhZYdOS4pBL_4RpUPA_Xw,"This place is NOT actually a bagel place! It's a bodega and CBD dispensary. The man running it was very nice but if you're looking for bagels, don't come here.",2019-12-08 08:52:08
1,6HhZYdOS4pBL_4RpUPA_Xw,"We have been coming for a few days in a row as we are from out of town and are working nearby. We love all the greasy ingredients for the salads, the large...",2019-04-02 10:13:30
0,U8cwzchWvTB4tfs-K62bTQ,Came here this morning traveling through New Jersey. Store was very clean and spacious. Crowded - but in a good way! Asked for two HOT plain bagels which...,2019-10-20 11:30:00
1,U8cwzchWvTB4tfs-K62bTQ,"$5.50 for a grilled cheese that's not even cooked? Come on.
Also my sandwich seems to vary from $6-$9 depending on which cashier I have. 
We understand the...",2019-10-12 10:44:08
2,U8cwzchWvTB4tfs-K62bTQ,"We've been eating our bagels here for sometime now.  A very large variety of bagels which are made on premise. You can actually see it. Hence, always fresh....",2019-02-17 08:39:50
0,e7ixQGeZrQ-5qwRJucBHXw,Ate here for the first time recently - I had the B.E.C. and tried the El Toro. Both were excellent. The menu has so many great choices and if the breakfast...,2020-03-01 08:59:51
1,e7ixQGeZrQ-5qwRJucBHXw,Great breakfast spot. I've been here twice already and I love the egg sandwiches. They are on pricey side but I can make an exception for the size of the...,2019-10-16 15:16:17
2,e7ixQGeZrQ-5qwRJucBHXw,"Honestly just wanted a quick bite by myself so I looked up places, came across this, ate it, and LOVED IT. The food is actually very good. My chicken...",2020-03-05 16:13:28
0,k5uLQag3XnKyd_ZwunQuKg,"a sausage egg n cheese here is 4.30 which I guess is on the cheaper end for Brooklyn heights

price: 4/5 when did sandwiches get so expensive
roll: 4/5 nice...",2020-04-08 06:03:33
1,k5uLQag3XnKyd_ZwunQuKg,At first glance this looks like a simple grab and go shop. But it actually sells some of the best and cheapest sandwiches in the area. I've had a few...,2020-03-27 09:40:04
2,k5uLQag3XnKyd_ZwunQuKg,"Ordered lunch from here for the first time. Got a chicken cutlet sandwich with extra hot peppers. Delivery was quick and the sandwich was ok. Unfortunately,...",2019-04-02 12:21:11
0,7rbOiL4ynd6c4Jf9ASauYA,"Location
On the eastbound side of Bergen Boulevard in Ridgefield with a few spots up front and plenty of street parking.  Convenient.

Atmosphere 
A lot of...",2020-03-07 20:51:41
1,7rbOiL4ynd6c4Jf9ASauYA,I got eggs tukey bacon and cheese on a roll and it was so tasty!!! Perfect amount of cheese salt n pepper. The roll was soft! The woman that helped me was...,2020-01-24 10:56:05
2,7rbOiL4ynd6c4Jf9ASauYA,"I have ordered philly cheese steak and it was great and tasty.  Quick delivery time and delivery girl was very cute.. Nice car~~
I'm sure I'm going to order...",2019-12-15 11:51:03
0,IC-BoHY-n_THgtJ-COwRHg,"Extremely sad the old place closed down but this seems like a more modern version. Serving beer, better quality but more expensive sausage and fresh bakery....",2018-02-27 15:41:14
1,IC-BoHY-n_THgtJ-COwRHg,"This place is the real deal. I grew up in a Polish immigrant community and had a Polish grandmother and THIS STUFF TASTES THE SAME. Stuffed cabbage,...",2019-01-29 16:05:38
2,IC-BoHY-n_THgtJ-COwRHg,Glad to have this place back in business. A neighbor place with homemade Polish food. Everything is delicious. Check out their Facebook profile for a list...,2018-02-20 19:09:31
0,VyzdJjI0Teh_zOVGUXxAkg,"I've ordered many times from here. Can't complain, their food is delicious, the staff is very friendly and asks the right questions. My wife loves their...",2019-12-20 23:54:58
1,VyzdJjI0Teh_zOVGUXxAkg,Decent bagels. Decent prices. Staff members are not exceptionally friendly but they aren't rude either. My only and BIGGEST complaint/deterrence is that...,2020-03-18 06:09:38
2,VyzdJjI0Teh_zOVGUXxAkg,"Grabbed a bagel from Buongiorno Bagel Cafe on Sunday morning. A decent bagel for a good price.

Quality: A bagel that gets the job done. Not worth going out...",2019-08-29 07:47:02
0,U9H96-McQ3sVzLaug4eF2A,Place needs to be closed again that same store has been going to a different owner to owner and prices kept going up and up ridiculous how a bagel with...,2020-02-11 05:36:01
1,U9H96-McQ3sVzLaug4eF2A,"I came in to purchase an everything bagel with butter. Immediately as I walked in, I notice the entire staff huddled engaged in conversation. However, one...",2017-09-01 09:44:25
2,U9H96-McQ3sVzLaug4eF2A,They changed the bagels-- the guy said they still make the bagels there but he said it's a different guy making the bagels? I don't know what the fuck is...,2019-05-21 06:52:31
0,LTUhCA5oSIEMGQe3a2VWtQ,a really good bagel shop on 3rd ave near 37th st that has more then just bagels as i experienced in person by grabbing a few blueberry muffins and apple...,2019-11-26 06:26:52
1,LTUhCA5oSIEMGQe3a2VWtQ,"So i gave them two chances: i ordered my panini without cheese and they put it on. Ok so maybe they didn't hear me. I came back the next day, emphasized No...",2020-02-19 11:00:33
2,LTUhCA5oSIEMGQe3a2VWtQ,"Been coming here for years. In the last while the bagels are getting worse. Yesterday I left my bagel uneaten. It was terrible. 

I asked them to make me a...",2019-08-24 20:09:51
0,LVw8njOyyE9ur_6TzqyNzA,"This is my go to place for empanadas.  They have the best in town, probably in the state.  This is not a fancy restaurant, if that is what u r  for.  But,...",2019-06-21 08:51:12
1,LVw8njOyyE9ur_6TzqyNzA,Best empanadas in the area  my favorite are the chicken chipotle. I'm looking forward to trying their other food,2018-10-21 07:14:14
2,LVw8njOyyE9ur_6TzqyNzA,I drive past this little strip everyday and finally looked over and saw 4 Brothers Deli and I'm happy I did! I picked up some breakfast sandwiches for the...,2018-10-10 07:44:03
0,o4MpyA_z4Jb-WqJwDk_Szg,Comparably speaking -- great bagel place in LIC. Beats bricktown by a mile. My egg bagel with scallion and bacon cream cheese was very tasty.   The bagels...,2019-12-01 11:15:13
1,o4MpyA_z4Jb-WqJwDk_Szg,"*An Issue created by an employee, bad customer service, and they expect you to suffer for their mistake.*

I just walked over 20 mins with my wife & 5...",2020-03-15 07:29:30
2,o4MpyA_z4Jb-WqJwDk_Szg,Probably one of the worst bagels I've had in NYC (because it's easy to get a good bagel in NYC). Been here thrice because I really wanted to like this...,2019-12-03 18:52:57
0,PNPTSkU2HuYKMFmzDX7atA,"So I've done quite a bit of research on the bodegas of Brooklyn (Read: I'm fat), and this might just be the king of em'.

First of all, they have a grill...",2020-01-27 16:07:18
1,PNPTSkU2HuYKMFmzDX7atA,"AN OFFER I COULDN'T REFUSE

It's almost midnight, I've finished working and I'm hungry. I didn't want to sit in a bar and have a huge meal plus as it keeps...",2019-12-01 11:01:40
2,PNPTSkU2HuYKMFmzDX7atA,"I finally found it! The best Italian hoagie in NYC! That's right hoagie! Didn't have to special order, they have it on the menu! When I opened it, I knew,...",2020-03-28 09:56:38
0,5KNzWE-ifswp5u9t7n-gHw,"Honestly these bagel are delicious. I am a big fan of their everything bagel. Their bagels are nice and big. I love the texture of the bagel, the crispiness...",2016-10-07 16:09:14
1,5KNzWE-ifswp5u9t7n-gHw,"As a self-confessed NYC native bagel snob.  Micheals on Ascan is some of the best
Bagels.  Their external texture is right on...the inside could be a little...",2019-02-20 15:45:52
2,5KNzWE-ifswp5u9t7n-gHw,"I'm just gonna be straight forward with this,
-this place has good bagels (if u get the order right) 
I ordered an everything bagel lightly toasted with...",2019-05-20 11:58:22
0,euO-c5OpErE3UJCAliC4Bw,"First of all, LOVE THIS PLACE. Taste buds in heaven. 

The food here is so fresh & light and filling and healthy all at the same time. The employees/owner...",2019-12-11 18:40:08
1,euO-c5OpErE3UJCAliC4Bw,Cute little cafe nestled in UES. I stopped by for an early Sunday brunch and it was already packed; recommend parties get there earlier as the space is...,2020-01-04 12:29:52
2,euO-c5OpErE3UJCAliC4Bw,"This funky UES coffee shop makes you want to stay and relax all day. 

From the moment you enter, you're warmly greeted by the barista. The wood clad...",2019-12-06 11:07:57
0,gIaMXRb1HFX5KVrAyJHioA,Best breakfast spot with perfectly made coffee and the chefs knocking out the breakfast sandwiches were super nice as well. A great team working environment.,2017-08-22 06:53:28
0,YnDs59_dEQ61TdCD4fdyEw,"Words cannot express how happy I am that I came across this restaurant on Yelp. At first glance I did not expect much, but I am not over-exaggerating when I...",2020-03-11 22:38:04
1,YnDs59_dEQ61TdCD4fdyEw,"Super tiny shop, but it has a lot of vegan snacks/groceries that you can't find anywhere else. Vegan jerky, for example. I had their special of the day and...",2020-02-28 22:35:41
2,YnDs59_dEQ61TdCD4fdyEw,"Orchard is my best kept secret, I don't want it to get crowded but they deserve all the business in the world. My two favorite vegan sandwiches in the whole...",2020-02-21 06:33:10
0,ZYq4ixKvVuNAL-NwOdjxiQ,"You will not regret walking into this spot.

Pros
-Absolute best oat milk latte I've ever tasted
-Food is surprisingly delicious. Better than most...",2020-01-26 11:28:45
1,ZYq4ixKvVuNAL-NwOdjxiQ,"I like this place. 
Was going to make a comment about the girl with the pink hair who works there but we all make mistakes. Maybe she had a tough day.",2020-03-06 14:15:35
2,ZYq4ixKvVuNAL-NwOdjxiQ,"Cute little spot in Bushwick with cute decor, friendly staff, and a great vibe. The ube waffles are warm and fluffy without an overpowering earthy flavor....",2019-11-10 07:14:21
0,AfZPx4piTmg9dqZpYgYTgg,"Cute place with a great variety of donuts and pastries. They hand make all the donuts right on site and if they ever run out, they can quickly make you...",2019-10-11 17:53:05
1,AfZPx4piTmg9dqZpYgYTgg,Local donut shop serving cheap baked goods. The donuts definitely feel homemade and there's a good selection if you come early. I came towards the late...,2020-01-12 13:25:21
2,AfZPx4piTmg9dqZpYgYTgg,"These are excellent donuts, so why two stars? First off I've been coming here for at least two years but call me crazy I consider donuts a morning thing......",2019-10-20 07:51:37
0,jNRT5vY1Hvp5WDTaHy4Mhw,"Sarge's has to be one the best diners in NYC. Be warned, their portions are huge! You might need to order one item to share between two people. I did not...",2020-03-04 12:37:12
1,jNRT5vY1Hvp5WDTaHy4Mhw,"Sarge's blows Katz Diner out of the water.  The price points are equal, but you get much more value and aren't fighting the crowds.

Warning: Portions are...",2020-02-26 19:16:54
2,jNRT5vY1Hvp5WDTaHy4Mhw,"Huge portions of food! All the traditional NY eats that you'd expect. Pickles and slaw served immediately to the table and orders taken quickly. 

Pastrami...",2020-02-21 06:26:41
0,UwVcyfQk16X7Y-XWuqfhDQ,"Okay, this is a hidden gem. Not only can you get breakfast all day but a true New York deli sandwich. 

I had the pastrami and Cuban sandwich. Mouth...",2017-12-02 20:20:09
1,UwVcyfQk16X7Y-XWuqfhDQ,"Went to LIC Bagel assuming it was a bagel shop. It is not, and that's kinda lame. 

Their food is probably alright, but if your name is LIC Bagel you should...",2017-07-04 07:40:45
2,UwVcyfQk16X7Y-XWuqfhDQ,If you want Bagels go elsewhere!  If you want delicious Hispanic food then go check out the buffet. This is a hole in the wall that few know of. I come here...,2015-04-09 11:46:55
0,QsRvEv8FgyqE4YHlbnnk2A,Good food but be prepared to wait at least 20 minutes.....even if you are the first on line.,2019-05-30 02:51:46
1,QsRvEv8FgyqE4YHlbnnk2A,"The pizza is . Don't forget to get a bagel and an iced coffee. The pizza guy behind the counter is so nice and will treat every customer with a joke, smile,...",2019-01-14 19:18:46
2,QsRvEv8FgyqE4YHlbnnk2A,"I heard there is good kosher pizza here. I tried it last week. I had a regular slice and it was good. Sauce was on point. Not fantastic, but good. the crust...",2018-08-19 23:41:33
0,Mvvv9yz7zc2ZDYcpKgvr0g,I'm reviewing this place based on my goldbelly delivery (I live in Colorado!) surprisingly the food was good given it was shipped and didn't feel like...,2020-04-06 21:28:46
1,Mvvv9yz7zc2ZDYcpKgvr0g,"Outstanding old world Kosher cuisine!  Our waiter was very engaging and helpful. 

I had the fried knish and pastrami sandwich   My dining companion had the...",2020-03-07 21:00:27
2,Mvvv9yz7zc2ZDYcpKgvr0g,"I want to love Liebman's but I just like it. On weekends they're understaffed, and service deteriorates to the point of pain. The pastrami and turkey we had...",2020-01-21 16:22:06
0,68zV5RYocAQTCqx_UEi2DA,"An average breakfast joint, but very quick and convenient. The prices are affordable and there is a large selection of bagels/spreads. It was packed with...",2018-01-31 21:47:01
1,68zV5RYocAQTCqx_UEi2DA,Poor service with limited choices and more of a whole in the wall cafe. I will not be back anytime soon,2019-06-29 20:34:15
2,68zV5RYocAQTCqx_UEi2DA,I'm over the nasty man that works behind the counter. I went in this morning to see if they will have regular hours on Christmas. I enjoy their coffee. The...,2017-12-23 04:40:28
0,KhPhG6JrBgXFiLefVGO7qw,"Quick recap: while I'm not the biggest bagel fan out there, these bagels are my go to. These are not big huge fluffy bagels, rather slimmer but rich in...",2020-01-22 13:42:17
1,KhPhG6JrBgXFiLefVGO7qw,"The bagel is nothing spectacular.  It's on the smaller side and not as chewy as NY bagels.  However, I can assure everyone that any bagel store can get your...",2020-02-09 08:44:45
2,KhPhG6JrBgXFiLefVGO7qw,"I'm a native New Yorker and I like Black Seed Bagels. The texture is different than NY-style, yes, but it's ok to switch it up sometimes. It's a soft,...",2019-11-08 10:37:06
0,NTR57L0kEqJyACSDBwPV1Q,"After giving the last owner a well deserved scathing one star review, the new operators know exactly what they need to do to turn this business around. Just...",2019-12-30 09:22:52
1,NTR57L0kEqJyACSDBwPV1Q,A big THANK YOU to Ricky and team at POP'S DELI for the delicious platters prepared for our brunch. The antipasto was beautiful prepared and delicious. Our...,2019-12-29 13:57:23
2,NTR57L0kEqJyACSDBwPV1Q,"Welcome back, Sandwich King!

I mean, welcome, Pop's!

So little apparent has changed from the prior deli to occupy this space. Even many of the sandwich...",2019-11-25 20:00:08
0,bgoLMIisnv-iIgC0ApBKOA,A great addition to the neighborhood! They have the best deli coffee and I am addicted to their whole wheat everything bagels. The staff is really nice and...,2019-09-27 05:30:33
1,bgoLMIisnv-iIgC0ApBKOA,Amazing fresh lox and cream cheese bagel and the fellas in there were courteous and attentive. Place is nice and clean and has more to offer then just...,2019-08-02 11:43:41
2,bgoLMIisnv-iIgC0ApBKOA,"They brought the chop cheese to Chelsea, and it's actually good. That's all I have to say.",2019-09-25 13:15:19
0,moLtpz7do56gtgbfcjB8Hg,"Just what the doctor ordered. Tasty nova smoked salmon, moist and delicious whitefish, creamed herring with onions (and they weigh it before adding the...",2020-04-03 09:20:07
1,moLtpz7do56gtgbfcjB8Hg,"When I'm in NYC, I eat as much smoked fish on bagels as my stomach can handle, and often I'll splurge to eat the spendy fish. This trip, I wanted sturgeon,...",2020-02-17 09:33:53
2,moLtpz7do56gtgbfcjB8Hg,"The place to go for smoked fish in NYC! I I also love their herring and salads. If you are open minded try the vegi chopped liver, it's awesome(the real...",2020-02-27 12:11:58
0,Qu9J_yrZnq07RsnwYEYdtQ,The coffee tastes good however on 2 separate occasions I saw them eatinf while serving people. Very unsanitary.,2019-05-29 20:34:27
1,Qu9J_yrZnq07RsnwYEYdtQ,"Most delicious iced coffee! I came in the morning, but unfortunately they didn't have ice at the time. I went back later that day and ordered an iced coffee...",2019-03-28 18:42:32
2,Qu9J_yrZnq07RsnwYEYdtQ,Amazing little coffee and donut booth. The coffee is good and I've never seen a more efficient serving system... even with several people in line I always...,2017-02-19 18:49:47
0,Bw2ILGtTT9RBcTGNTafV9w,"Great new spot!
The place is super spacious and very clean. I love that they have a back area with TVs. The front area has cool looking bar stool chairs to...",2019-10-20 10:22:34
1,Bw2ILGtTT9RBcTGNTafV9w,"Pros
- Lots of space
- Very nice buildout
- Decent coffee at about the going rate

Cons
- Quality of the food can vary a lot -- I'd say most of it is...",2020-02-06 10:17:44
2,Bw2ILGtTT9RBcTGNTafV9w,"Super cute! And stylish cafe in the beautiful East Harlem neighborhood. I love the decor, the space and most of all vegan options! Now, vegan options are...",2019-11-06 10:56:44
0,gA0VbcoBLCiD2EpSC6vWeg,"Delicious coffee .
Good classic breakfast food. 
Price: average

Love the environment. It looks like it used to be an old factory in a hipster but modern...",2020-02-24 14:10:01
1,gA0VbcoBLCiD2EpSC6vWeg,I ordered $35 lunch today at Partners and had nowhere to sit since there are so many people who buy just one coffee and sit in Coffeeshop for many hours -...,2020-01-11 10:28:21
2,gA0VbcoBLCiD2EpSC6vWeg,"I'm no coffee connoisseur but have tried some really nice seasonal specialty drinks here. I forget the name but it was an iced coffee with mint in it, very...",2019-12-10 22:09:34
0,jF94zLvGZTSKQbF6bSewRw,So I moved a block away from here a little more than a year ago and I average coming in once to three times a week. Bagels are probably one of my top 5...,2019-09-04 08:03:40
1,jF94zLvGZTSKQbF6bSewRw,"After years, I decided to stop by one of my favorite bagel shops in NJ. i ordered a bagel with lox cream cheese and let me tell you, there were only ~4...",2020-02-22 15:37:01
2,jF94zLvGZTSKQbF6bSewRw,"Got a lox bagel and a Taylor ham egg and cheese on an everything bagel. The lox was good, I wish the scallion cream cheese was a bit more flavorful. They...",2019-09-29 08:38:45
0,ygYb7_UtX2x5047uKEWvdQ,Hot good bagels. Chewy dough crispy crust.  Cream cheese plentiful and perfect.  Has own parking lot.  Service fast yet friendly.  Only negatives are no...,2020-01-27 05:44:18
1,ygYb7_UtX2x5047uKEWvdQ,The best hole in the wall breakfast place! My boyfriend and I came here on a Sunday morning. We were instantly greeted when we walked in the door. I ordered...,2020-03-08 08:35:52
2,ygYb7_UtX2x5047uKEWvdQ,This place is always busy when I drive by so I had to give them a shot. I was not disappointed. The organization is a bit off. You never know who's waiting...,2018-09-06 06:40:08
0,s7CKGPb4eIuCULkR16ZRTw,"One the best bakeries in the neighborhood, the Pumpkin Banana Walnut muffin is exquisite, more if you catch it recently out of the oven. 

Don't let local...",2019-11-25 09:02:31
1,s7CKGPb4eIuCULkR16ZRTw,Absolutely love this place for a coffee and a muffin. If you want a variety of fresh baked muffins (the same muffins that stock a couple of cafes in...,2019-10-15 04:55:52
2,s7CKGPb4eIuCULkR16ZRTw,"We came in mid-afternoon in a Sunday. My niece ordered the pumpkin bread. Since it was the last piece, they ga e it to her on the house!! Now that's...",2019-08-19 07:57:26
0,RUL5ICRMDWEnJPbviJYVQA,Took a quick weekend trip to NYC with some colleagues. We want to go geocaching in Central Park but knew we needed to eat first. I opened up Yelp and found...,2020-01-25 17:33:28
1,RUL5ICRMDWEnJPbviJYVQA,"I went in to get a meatball parmesan sandwich. They ended up not having it, which is unfortunate. 

The reason this is 1 star though is because the chicken...",2020-01-13 09:01:42
2,RUL5ICRMDWEnJPbviJYVQA,We ended up stumbling into Angela's on an early Saturday afternoon. We planned to spend some time in the park and thought it wise to pick up something quick...,2020-01-13 07:31:05
0,78I3sEnIjKdINgmVKtWt1A,One of the best bagels i have ever eaten. Love the owners (Joan and Kevin). They will remember your name. I adore the strawberry cream cheese. Joan cuts up...,2020-03-25 18:36:29
1,78I3sEnIjKdINgmVKtWt1A,"Joan's Bagel & Deli Shop is a local spot that I've drove past hundreds of times always thinking to myself, I need to try this place out - who doesn't love a...",2020-03-25 05:08:57
2,78I3sEnIjKdINgmVKtWt1A,This place is a GEM. Everyone needs to go here. It's a cute deli with a parking lot in the back. My bro and I shared a lox bagel with tomatoes onions capers...,2019-09-28 12:10:43
0,iMHYzkhrvREZnGsLCf5Hsg,"We found this shop within the first few weeks of my forced gluten fast, and boy was it needed.

First, know that the exterior is a little weird. You see...",2018-11-17 06:07:38
1,iMHYzkhrvREZnGsLCf5Hsg,"Lovely people, great cake! I ordered a nut-free cake for a friend having a baby shower at work. I was nervous of course because of the combination of...",2019-09-05 17:29:59
2,iMHYzkhrvREZnGsLCf5Hsg,"Was looking for gluten-free baked goods, and this happened to be near my apartment. So glad to have found this place. The cookies, bread and sweets are all...",2019-06-04 12:52:39
0,N6_qSesaVVrnZ5VDGFpCrg,"Quiet music you can actually get work done with?  Check
Healthy salad options that are actually filling and don't leave you wishing you'd ordered a sandwich...",2019-10-13 13:54:06
1,N6_qSesaVVrnZ5VDGFpCrg,"A calm cafe where you can get food besides coffee and pastries. I got the almond croissant and I liked the almond filling in there. 

There's enough seating...",2020-02-01 19:13:10
2,N6_qSesaVVrnZ5VDGFpCrg,"We wanted to go to city bakery, but since they closed down. I looked this place up on the map! What a life saver! Right on 18th/6 ave.. good rating on yelp...",2019-12-14 08:29:21
0,jsjJxd8NzEnl19VM94bbGw,"I love Blue Spoon! I work fairly close, so I come in often for morning/lunch coffees and food. I'm originally from Seattle, so I've had my fair share of...",2019-10-30 10:16:44
1,jsjJxd8NzEnl19VM94bbGw,I came for coffee and dessert and was happy I did. The place has tables to sit but its very limited. The coffee was very good good the prices were as...,2019-09-27 10:02:40
2,jsjJxd8NzEnl19VM94bbGw,"Blue Spoon serves STEAMING hot drip coffee. Their house blend, the Intelligentsia, is pretty good. A small is 12oz and $3. 

Their gluten free cookies are...",2019-09-27 16:54:45
0,6IdG1EY4qZ_X9GtqIAmQEg,"Incredibly warm community vibes here from the staff and customers. Often see folks working on homework, tutors tutoring, neighbors catching up. Great coffee...",2020-01-20 13:40:39
1,6IdG1EY4qZ_X9GtqIAmQEg,This place has great coffee. The espresso is so good. And the quaint spot is perfectly nyc. The beans are roasted in Nicaragua so they tell me. Very...,2019-04-15 05:57:46
2,6IdG1EY4qZ_X9GtqIAmQEg,The place is a cute hole in the wall. I ordered a large coffee and I was slow in drinking it because I was doing work; I asked if they had a microwave they...,2020-01-12 16:28:20
0,6ZD12J5ZLqKod2ekJDfJQw,As a self proclaimed coffee connoisseur i know good coffee when i taste it. I unfortunately did not have time to grab anything other than coffee but it was...,2019-12-25 16:37:54
1,6ZD12J5ZLqKod2ekJDfJQw,"Great Deli coffee and juice !!  What A perfect start of my morning !! 
Fast delivery 
Looking forward to try more items in the menu !!",2019-09-18 08:23:09
2,6ZD12J5ZLqKod2ekJDfJQw,"Not many options for a deli in the surrounding area; this is your best bet to get your NY style sandwiches (before they close, which is usually early)....",2018-09-27 13:23:44
0,aAqdmE9QFLLQsYDMibtbJA,"I love this spot for a casual lunch downtown near the courthouse.  The staff here are amazing, they remember what you like even if it has been weeks since...",2019-11-14 11:12:14
1,aAqdmE9QFLLQsYDMibtbJA,"Yum! Definitely a fan of this place. I've only tried a couple of items here and can't wait to come back for more. 

Great spot for some cheap and filling...",2019-06-11 19:30:21
2,aAqdmE9QFLLQsYDMibtbJA,I came here for lunch for the jury duty break. I definitely recommend getting the chicken curry dish w/ pancake for 8 bucks! The chicken fell of the bone....,2019-09-26 16:53:38
0,ei0Z-6JsQv1DDivzI6UKWA,"Since I work literally down the block everyday at 5am, and these guys are open 24/7- I'm getting something from here almost everyday. I usually stick to my...",2017-03-01 03:32:26
1,ei0Z-6JsQv1DDivzI6UKWA,Overpriced trash ...service is beyond horrible.. bread  rolls and heroes hard as rocks .. after 2 years of coming here this was the very last time ..,2019-09-06 21:44:15
2,ei0Z-6JsQv1DDivzI6UKWA,Ordered a Sesame bagel scooped and toasted vegetable cream cheese from Bionic Bagel. The taste of the cream cheese was so bad I threw 1/2 of it out.  Will...,2018-07-12 06:20:56
0,bj7xgiqlhUTs_kOoytDB4A,"Come early to get your bagels. 

Was here at 2:20 pm and there were not many bagels left. Staff mentioned by 12 pm most bagel are gone.
Luckily got my 2...",2020-02-20 18:32:28
1,bj7xgiqlhUTs_kOoytDB4A,"Was in the area for an early appointment, and decided to pop in for breakfast. I was tempted by the pastries and muffins, but opted for a toasted sesame...",2019-09-05 13:40:48
2,bj7xgiqlhUTs_kOoytDB4A,"My first clue that I should have gone somewhere else was that upon entering on a weekend afternoon, there was nobody in the store or behind the counter....",2019-02-12 15:37:23
0,VF3Ep2NQN8FqSCV8ySulSA,"Here are some updates since my review from 4 years ago:

They do take credit cards now so there's less of a hassle to make sure you have cash at hand when...",2019-10-01 06:52:50
1,VF3Ep2NQN8FqSCV8ySulSA,"Fantastic little cafe, ambience is awesome. Music and decor is perfect for relaxing and focusing. Food is delicious and reasonably priced. Coffee is great....",2020-02-09 07:39:41
2,VF3Ep2NQN8FqSCV8ySulSA,Right around the corner from where I live and I'm just now finally trying this spot. It a nice small cafe really quiet on the inside. Bought a everything...,2020-02-08 11:59:27
0,CYf9FmRmjYa2MAnAv1Z4Cw,"Came here during the CV19 crisis.  The handling of my coffee very clean with lids, napkins etc.  Can't be easy working in this environment, but wouldn't...",2020-03-27 06:32:01
1,CYf9FmRmjYa2MAnAv1Z4Cw,This cafe is a great spot to stop by when you're in the area. It is near the Fulton Street station and across the street from the Pearson testing center....,2020-03-06 13:41:30
2,CYf9FmRmjYa2MAnAv1Z4Cw,Delicious mochas that are vegan and not too pricey. They also have at least one vegan sammie that was pretty good - a panini with hummus and veggies. Good...,2019-09-09 12:08:23
0,SFXgb0chXSag8YGNtiLyMA,"Guy behind the counter helped me order, as it was my first time coming. I got a tuna wrap which was good. The tuna is made with too much mayo. Would've been...",2018-04-11 15:37:09
1,SFXgb0chXSag8YGNtiLyMA,This place is a great place for breakfast. Their breakfasts are delicious. My kids also love their pizza during lunchtime. It is usually crowded and busy...,2015-10-30 08:42:06
2,SFXgb0chXSag8YGNtiLyMA,"Don't bother. Bad service, orders are always wrong, and the bagels are usually a few days old.",2017-10-03 06:29:11
0,7L3n9TocU4VqaBdDXOBm4A,"We live just across the way from this place so we come pick up bagels whenever we're in the mood for a quick breakfast. Our go to-s are the Finn's classic,...",2020-03-02 15:14:37
1,7L3n9TocU4VqaBdDXOBm4A,"Stopped at Finn's for bagels almost every morning while here for a show. The bagels, toppings, and sandwiches are delicious and you get plenty of spread. I...",2019-12-03 07:44:12
2,7L3n9TocU4VqaBdDXOBm4A,Unassuming little bagel shop in Hells Kitchen which has the best Bialys uptown. Seriously. You can't really find real Bialys anymore let alone fresh...,2019-11-26 17:07:23
0,0i-j7XxlvHc6Xj7_RbH9iA,I've been going to Andy's Deli for over three years now and can't even tell you a time when I was disappointed with what I got here. Ever since I moved to...,2020-02-09 10:16:56
1,0i-j7XxlvHc6Xj7_RbH9iA,"nice locals spot for a quick bite and coffee.
friendly staff.",2020-02-10 00:07:46
2,0i-j7XxlvHc6Xj7_RbH9iA,"Wonderful little deli on Columbus that has high quality and tasty sandwiches at a respectable cost. No frills, but just a great breakfast or lunch option...",2020-02-12 17:08:41
0,XfA6CFVVKQ1GK9ZC5J8BFQ,This bagel shop is my favorite in NYC! The bagels are made fresh everyday and have always been consistent. This is the true example of a New York bagel. I...,2019-12-22 23:48:26
1,XfA6CFVVKQ1GK9ZC5J8BFQ,Would recommend them however they lack customer service placed and order and for them to get it wrong when called an attitude was given denying what I had...,2020-04-03 10:14:59
2,XfA6CFVVKQ1GK9ZC5J8BFQ,"Bagels are hard as hockey pucks. Ordered a blt, no mayo was added and when i asked for mayo the guy made a fuss. Moreover, the bacon was stale and the...",2020-01-11 11:50:40
0,hWIdOfK1oOHAb8JfOXZkyA,This local bagel spot def does it for me. It's a small and to the point kind of shop. You get there and you see they have a variety of fresh bagels and...,2018-12-10 13:45:02
1,hWIdOfK1oOHAb8JfOXZkyA,"Great bagels dumpy store lousy service.
That old man behind the counter has got to go - hopefully he already has. He not only was nasty to me but insulted...",2019-11-22 21:54:36
